name,lang,age,gender,direction,Belly,BelowChest,LeftChestBottom,LeftChestCenter,LeftChestTop,LeftFaceBottom,LeftFaceCenter,LeftFaceTop,LeftSide,MidChestBottom,MidChestCenter,MidChestTop,MidFaceBottom,MidFaceCenter,MidFaceTop,RightChestBottom,RightChestCenter,RightChestTop,RightFaceBottom,RightFaceCenter,RightFaceTop,RightSide,fcr
"Aveline CODA 6y,1m",SE,5.1,Female,forward,0,0.0033872037516588286,0,0,0,1.2886597938144327e-4,0,0,0,6.914554229562381e-4,0.06019321105828222,0.42528404459839214,0.47138406333487676,0.02257386302204912,2.5773195876288655e-4,2.257543631777855e-4,0.01402932254802831,0,0.001417525773195876,1.2886597938144327e-4,0,2.980922098569157e-4,-0.008625714955110763
"Aveline CODA 6y,1m",SE,5.1,Female,reversed,0.004255532441061869,0.13134343811342308,0.0011045655375552283,5.522827687776141e-4,0.002994011976047904,9.371562996456067e-4,0.004464285714285714,0,0,0.0053674960327197265,0.04055743922959058,0.2512870690242648,0.5127439755610562,0.0317145458678222,3.1887755102040814e-4,0.0066273932253313695,0.005254622599121336,1.840942562592047e-4,0,0,1.4351320321469573e-4,1.497005988023952e-4,0.10818442414906049
Cyrus_SE_3.5y,SE,3.5,Male,forward,0.0021297963250469848,0.002684190389659178,0.033350977938896194,1.857700167193015e-4,0.023178336858455887,0.030237535237040276,0.002972320267508824,0.007245030652052759,5.677823517147414e-4,0.07186340338866967,0.05983415257079898,0.16744257897408404,0.4548298079838409,0.04954970281593359,0.007754189794868562,9.99000999000999e-4,0.01029972665856571,0.0027530964738486222,0.051230873066265434,0.0069467680865907605,0,0.013944959150438602,0.22214682544859216
Cyrus_SE_3.5y,SE,3.5,Male,reversed,9.664948453608248e-4,0.018030192611138043,0,0,0.0010402219140083217,0.04854730242847959,0,0,0,0.03730178185712763,0.04610777868284221,0.256687641588441,0.5630772785095477,0.012434855950151402,0,0,0.014516129032258065,3.225806451612903e-4,3.225806451612903e-4,6.451612903225806e-4,0,0,0.23090899167611206
Dylan 8 y 4 m,NSE,8.3,Male,forward,0,0.006565815002629649,0,0,0,0,0,0,0,0,0.02156697327898521,0.11016946487131034,0.5039360895207121,0.31262049880699666,0.006716906946264744,0,0.010395370100504037,0.012568979915959462,0.0016984336667295716,9.829619921363042e-4,0,0.012778505897771953,0.7182163217206959
Dylan 8 y 4 m,NSE,8.3,Male,reversed,0.0045695577436691325,0.01608740887630962,0,2.849002849002849e-4,0.004558404558404558,0,0,0,0,0.0018581578101233877,0.01241770420592797,0.07052217328918642,0.6682666733997447,0.026701556019867394,0,4.48619996753592e-4,0.0041194320044580564,0.00504895757978172,0.04871260664231441,0.1033272224560878,0.022409621169236234,0.010667003963234674,0.6283519095775401
Elizabeth 11_17_11_4y1m,NSE,4.1,Female,forward,0.07659574468085106,0.00253665752947831,0,4.089979550102249e-4,0.004232630056361914,0.006829268292682928,4.089979550102249e-4,0,0,0.00253665752947831,0.0806117565156855,0.29668501474760645,0.52286885981622655,0.005363755935433381,0,4.608294930875576e-4,0,0,0,0,0,4.608294930875576e-4,0.10318550042338662
Elizabeth 11_17_11_4y1m,NSE,4.1,Female,reversed,0.00260586319218241,0.023972249249122213,4.3431053203040165e-4,0.0019543973941368075,0.013249244745203857,0.018541128884659558,0.0019543973941368075,0,0.0010857763300760042,0.010402753393286251,0.00815593027697646,0.6287305456514635,0.2820144608448345,0.0064646315798608505,0,0,0,0,0,0,0,4.3431053203040165e-4,-0.3751302741761055
Emily_6_6_12_3.5y,NSE,3.5,Female,forward,0.01856419170779072,0.04338936917778886,0,6.040471156750225e-4,0,0.014810841736394194,0,0,0,0.04185941869614871,0.026931628018640522,0.057498286058941965,0.6965029251937792,0.07507784246622244,0.004198683325520249,0.001124859392575928,0.0011229616236620727,5.971071100774979e-4,0.008202504753298458,0.005631847490744163,0.0025575047285167725,0.0013259814042232063,0.6303538083304253
Emily_6_6_12_3.5y,NSE,3.5,Female,reversed,0.005548266212054537,0.08836069544841262,0.005440958098885772,0.03213177649446901,0.030179385649630228,0.02555076295240246,0.004191636013716985,0,0.001006118150723851,0.06564853689213754,0.059039476470830146,0.06601184420401837,0.5316699142719323,0.0570776174109897,5.363847666726265e-4,0.003841648955514088,0.01570796173974216,0,5.720900589486321e-4,0.0017626483785265455,0.0011007827788649704,0.004621495051527455,0.3620515896146311
emmet_12_10_12_CODA,SE,4.6,Male,forward,0,0.026098901098901096,0.003663003663003663,0.002289377289377289,0,0.0013736263736263737,0.00769704433497537,3.078817733990148e-4,0.0027472527472527475,4.578754578754579e-4,0.007989137299482127,0.31042322891540775,0.4090884418484431,0.15780593359494588,0.01416256157635468,9.157509157509158e-4,0.01785460059130427,0.02175343856283778,0.005592275941113151,0.0013736263736263737,0.002289377289377289,0.006116664352945714,0.2159557989453896
emmet_12_10_12_CODA,SE,4.6,Male,reversed,0.0013719380868965913,0.006326153506715574,0,0,0.014484679665738163,0.006732183656223591,0,0,0,8.148350228297389e-4,0.029359502092150085,0.3910833331611287,0.5249639599160675,0.004752230441973182,0,5.571030640668524e-4,0.0016713091922005573,0.0055184630548139706,0.002420535214960973,5.571030640668524e-4,0,0.009386670860167695,0.07436625620030723
Gavin,SE,6.9,Male,forward,0.0019491690421834646,0.043295850050668765,1.7692852087756547e-4,0.006723283793347488,0.002211509182223196,0.03648925572773654,0.014687799719646852,0,1.7692852087756547e-4,0.07041746289804403,0.054686507913267846,0.22986852930238802,0.4423913498074404,0.07078898025659318,0.02535662463872975,0,0,1.8234865061998541e-4,1.8234865061998541e-4,0,2.3277467411545624e-4,1.8234865061998541e-4,0.15948756775520648
Gavin,SE,6.9,Male,reversed,0.01836822933493886,0.010218366724978745,0.009451711574280968,0.03301760513646842,0.049382897850143236,0.05815482067049387,0.026454991241813754,9.650180940892642e-4,0.00118833964489912,0.06880463456465587,0.12275513328121718,0.1640630710224387,0.30873312455602564,0.10404952903060487,0.0019154924757676084,9.58300008955335e-4,0.010770659238625812,0.004878048780487804,5.958644526003302e-4,7.092198581560283e-4,0,0.004564942458358552,0.09272010207681924
GiaLessa 2y2m CODA,SE,2.13,Female,forward,0.006076388888888889,0.020805149711399715,4.901960784313725e-4,0.013159691737391472,0.014806917791992419,4.1459369817578774e-4,0.038978285655058044,0.030731757877280268,0.011345234611257438,0.008235294117647058,0.03658862549995122,0.07194425084597385,0.5342627177548837,0.1384105240874792,9.606147934678194e-4,0.0020064749384602325,8.823529411764706e-4,0.017151769798828626,0.03344610099738088,4.1459369817578774e-4,0,0.01888846447669977,0.6776953688848366
GiaLessa 2y2m CODA,SE,2.13,Female,reversed,0.0020335945337067313,0.004998939197129394,0.010033444816053512,0.006020066889632107,0.025501600470811143,0.02889555552365778,0.031438127090301006,0.0026755852842809363,0.0026755852842809363,0.0028650580619231487,0.03651345984111638,0.13213911543078047,0.678868510488902,0.014038710332056517,9.355136632802738e-4,5.063291139240507e-4,0,0.016316500180695272,5.063291139240507e-4,0,0,0.003037974683544304,0.5909447916778632
Isiah_07_20_09_4y_9m_SE,SE,4.8,Male,forward,0.012835275909346763,0.025927857728196346,4.0322580645161285e-4,0,0,0.0032352941176470584,0,0,0.08335362142422398,0.001497568205744093,0.08962496192657421,0.22568290276142378,0.46745054689378746,0.013378557263049973,0,0.0016834864595034965,0.054816838901715834,0.017613120992690526,8.838383838383839e-4,0,0,0.0016129032258064514,0.017561725692939123
Isiah_07_20_09_4y_9m_SE,SE,4.8,Male,reversed,0.06472451786974197,0.11132570562353107,0.014865436502492342,2.8153153153153153e-4,3.9919360985350835e-4,0.003402009757941962,2.1150592216582064e-4,8.460236886632825e-4,0,0.06087595941368382,0.0408558803469465,0.23732170372785596,0.3751426073237805,0.022397914842763343,0,0.004247556506700348,0.01849748885937547,0.00390881403731782,0.01502723840731485,0.02486246041543664,0,8.064516129032259e-4,-0.11137045403245323
Javier_3_30_07_7y_1m_SE,SE,7.1,Male,forward,2.620545073375262e-4,5.03600401057333e-4,7.262164124909224e-4,0,1.887504718761797e-4,0.04220899962509624,0,0,3.775009437523594e-4,0.003509519749928957,0.035603534094341416,0.1412914984565295,0.7138443441734783,0.011993880997270317,0.0019528757633761737,0,0.0019354352502706186,0.024368228222301412,9.66183574879227e-4,0.00751844575891465,0.001007200802114666,0.011741730794984194,0.5926894449405088
Javier_3_30_07_7y_1m_SE,SE,7.1,Male,reversed,3.346191754320017e-4,3.346191754320017e-4,2.0627062706270627e-4,0.0010245901639344263,0.007249308026131236,0.034914514412471453,0,0,1.0313531353135314e-4,2.2139453775084226e-4,0.016222140978305367,0.128433525927164,0.7651340028071755,0.01250843432625193,0.009737318840579708,1.1825922421948912e-4,5.997851806031249e-4,0.005042793142601358,0.008579773950651053,4.6296772380129706e-4,0.002356327027158929,0.006416219439742244,0.6929311087179655
JuliaCoda,SE,5,Female,forward,0.03534500526043315,0.014644581879530159,5.991421191901945e-4,9.252716797591742e-4,0.00638558052573455,0.003435742528058155,0,0,6.830831506156181e-4,0.0018446753978555734,0.05482023856731145,0.1417807777800143,0.6902618308957438,0.029407049719559323,5.712653527563553e-4,6.795849908997704e-4,0.006963503871219679,0,0.00435617773280111,0,0,0.007296488548517694,0.5387692402653398
JuliaCoda,SE,5,Female,reversed,0.0021097791976477905,0.07400836843742048,0.001097957534417902,0.0017543859649122807,0.04035087719298246,0.016666666666666666,0,0,0.009209521924740607,0.046012269938650305,0.009486250258537696,0.1527329184809737,0.5147241166759582,0.043202764976958526,0,0.005756834695089198,8.771929824561404e-4,0.005787409819680931,0.009394572025052192,0,0,0.06682811322785491,0.2495036175574731
ka11es12_3.5y,SE,3.5,Female,forward,9.944565222948845e-4,0.02249465084798474,2.1505376344086021e-4,0,0,2.0080321285140563e-4,2.0080321285140563e-4,2.0080321285140563e-4,0.005235134084726001,9.853917525655003e-4,0.013513476450805003,0.0676693994271228,0.6691504640305356,0.11844638722122573,4.0160642570281126e-4,3.9032006245121e-4,0.009064490947092746,0.0077134343826920585,0.04361569518719662,0.039306826042757856,0,2.0080321285140563e-4,0.7736442067834006
ka11es12_3.5y,SE,3.5,Female,reversed,0.001922968600279148,0.004714400070962877,0.0019173752517341685,0.003544790035056314,0.014086841985738292,0.0034455935801801,4.887585532746823e-4,0,1.016260162601626e-4,0.0023726993448327347,0.04366861128526942,0.0982885402300963,0.48697453308843275,0.1337544517105847,0,0.005109535745686403,0.03468428514311542,0.08851890928395889,0.05571675164896556,0.017981672919499554,1.379690949227373e-4,0.0025696864111498254,0.5106346868388472
KalenCODA 7y3m,SE,7.3,Male,forward,4.287800458769959e-4,0.001897336863500889,9.811616954474097e-5,2.943485086342229e-4,0,0,0,0,0,9.049311881216521e-4,0.0020002293527989663,0.19616567380204133,0.6534441545987746,0.02564205998626364,0,2.8430629264594395e-4,0.005398615057690368,0.026318759936086105,0.08187690175209777,0.003418231383218951,9.811616954474097e-5,0.0017294388931591083,0.5535341715245415
KalenCODA 7y3m,SE,7.3,Male,reversed,8.894168720444341e-4,0.0017612218276959744,0,0,0,0,0,0,0,0.0019085853098314027,0.0039213194664382426,0.22614869178957825,0.6265769755083707,0.02010331259130744,0,0.006303721134348235,0.010532748981101025,0.047826615058913474,0.034319603814541945,0.004232164449818622,0,0.015475623196010339,0.45467385441380687
Kay_120810_5Y4M23D,NSE,5.4,Female,forward,1.6728002676480428e-4,0.01568866990412658,3.0921459492888067e-4,0.016489755365633584,0.029452153000635695,0.1149348107576536,0.001546072974644403,0,0,0.02230947181519412,0.0753227828360077,0.37271674040482033,0.3416713360457057,0,0,0,1.5460729746444033e-4,0.004789553607582368,0.004112991315308135,0,0,3.3456005352960856e-4,-0.09513562571800022
Kay_120810_5Y4M23D,NSE,5.4,Female,reversed,0.012297002870652102,0.019681543901047465,8.47457627118644e-4,0.003675119441381845,0.018805807679846964,0.042440282797436384,0.0040223866086895035,0.004960317460317461,0.009683830349486357,0.0789425616038726,0.08322034722543697,0.3123373212139103,0.34573237634408616,0.017488946903759912,0.03953793381759484,2.824858757062147e-4,1.855976243504083e-4,2.824858757062147e-4,2.824858757062147e-4,0,4.960317460317461e-4,0.00479767715786171,-0.17034990973661462
le12sh18_2013_CODA,SE,3.8,Female,forward,0.001130475255324065,0.0012716633578821268,0.003737424547283702,1.6806722689075628e-4,3.876720294630742e-4,0.0035860868261388523,0,0,0,3.17508478198779e-4,0.0011757612977136278,0.1622820840299812,0.7200798193889989,0.024692390049673406,0.0010718113612004287,0,0.0011727959308003983,0.01572405790083184,0.045235841837690687,0.00874897317790131,6.606110652353427e-4,0.008556956238791515,0.6463091532358146
le12sh18_2013_CODA,SE,3.8,Female,reversed,0.006211180124223602,0.01139398222189162,0,0,4.515570712627514e-4,0.004726890756302521,0.001331895033462487,0,0.0011180370351733509,0.001863354037267081,0.052602211742507315,0.19339595039836877,0.6149402988769701,0.03716479786731995,0.004726890756302521,0,0.014285714285714287,0.011314017926879161,0.037629765921102155,0.006843455945252353,0,0,0.41921715593913117
luca_27m,SE,2.27,Male,forward,0,0.00466887576191236,6.007540190108256e-4,0.01410119085806804,0.008066569194598016,2.5624599615631005e-4,5.124919923126201e-4,0,0.005509288917360667,0.0048486941104641385,0.01976611644567127,0.5499449523575554,0.29188268815008983,0.0034605818103168595,0,0.0014093529788597053,0.041428055293271114,0.04831600925527004,0.004971886862926636,0,0,2.5624599615631005e-4,-0.3827295838519915
luca_27m,SE,2.27,Male,reversed,0.06465148909899407,0.056968786057191044,3.007518796992481e-4,0,0.005840568271507499,0,0,0,0,0.06480556217565382,0.06451919003767988,0.3508084459509488,0.18543766677913076,0.019569471624266144,0,0.0017565969721852269,0.028301997704173056,0.13642441504986141,0.01856198449266502,0,0,0.002053073906044004,-0.5278973650749509
"Lyla 11 20 11_5y,3m",NSE,5.3,Female,forward,0.011580401827422626,0.15750770587384022,0.00398333923361228,0.00402153892893989,0.0036900369003690036,0.0013837638376383765,0,0,1.5903307888040714e-4,0.26571882683871373,0.25521629619017777,0.169843122458811,0.005405494022045484,1.9054878048780488e-4,0,0.05457179235589363,0.02730998622951514,0.012466307277628033,0,0,8.64403227927158e-4,0.02608740293809741,-0.9878438627812755
"Lyla 11 20 11_5y,3m",NSE,5.3,Female,reversed,8.101443236412369e-4,0.33622476186807143,0.004080635511533604,0.0073515617119994615,6.159432471505901e-4,0,0,0,0,0.1924019845220606,0.08953027551802234,0.08339346191725375,0,0,0,0.16023037784852867,0.08099558493085231,0.036270060379756885,0.0012214983713355048,0,0,0.006873709849793576,-1
ma08es19_2011_6year_gril,NSE,6,Female,forward,0.01453844865597765,0.03828658069956743,0.02719670399244857,0.007584049939810135,0.019281391427134708,0.010630650572869629,0.0182612405419598,0,0.0019275126811913474,0.0871221299237869,0.017693230216852,0.04033025703127863,0.44294546754711067,0.19871321001607156,0.0015029231101263787,0.012172805410049212,0.009114134106209412,0.034853162968285,0.012081004087131593,0.007079103819644051,0.0021798853876786777,0.0012919304522625772,0.5755448216337204
ma08es19_2011_6year_gril,NSE,6,Female,reversed,0.004132866535735633,0.02801641435840971,7.33370671762264e-4,0.03762152900343524,0.026324965132496513,0.028881479100826682,0.041838341635866944,3.1496062992125983e-4,0,0.04870834014193071,0.07672913595847278,0.06578143068111855,0.345901576517622,0.23296714493676102,0.010600599611241063,0.02653061224489796,0.01128046155170929,0.0019371821076293446,0,3.968253968253968e-4,0.0010986821506845416,0.01020408163265306,0.4491337545990294
Marcus 8.15 y CODA GOOD,SE,8.15,Male,forward,1.4757969303423848e-4,0.007850184778777828,0,0.0024526304795702437,0.010041489684473145,0.012132856949584497,0,0,0.015347546010525502,0.027448115919180775,0.03646677902880297,0.4733637227629866,0.2921968046298305,5.903187721369539e-4,0,0.009959539371304078,0.005162160973462006,0.09807831098116214,0.008319220886065806,4.4273907910271547e-4,0,0,-0.32781529110444585
Marcus 8.15 y CODA GOOD,SE,8.15,Male,reversed,1.2616704516780217e-4,0.006220430936756861,0.020223152022315203,0.05210857334106173,0.07016060312578379,0.0071970450166342825,1.2616704516780217e-4,0,0.013872920047397987,0.023689549603978007,0.06011439956851515,0.374071856028578,0.26108748701697543,0.011401569070762823,0.00115919629057187,0.0035574494340859576,0.025396634943619247,0.05564000864599749,0.010032836503922572,0.002447192168985059,3.8639876352395677e-4,9.803633801990078e-4,-0.29758183113929665
Mason,SE,6,Male,forward,0.0020401375545575596,0.03709682306481756,0,0,0,0,7.782101167315175e-4,0,0,0.01063130170226463,0.0067839566345570855,0.02420848069649303,0.2469348195887973,0.6447175600663777,0.024261058654085267,0.0021789883268482487,0,0,3.686635944700461e-4,0,0,0,0.8397763034248417
Mason,SE,6,Male,reversed,0.0021616726189877065,0.013197729223847958,0.00106928999144568,0.0015873015873015873,0.0015873015873015873,7.551403121023374e-4,0.006555153707052441,0,0,0.01017822665202524,0.016092734575392897,0.09986487317713823,0.13979332391462593,0.6345757808475925,0.04305488447615003,2.260397830018083e-4,0.0010582010582010583,0.0015873015873015873,0.02378350247202706,0.0026455026455026454,0,2.260397830018083e-4,0.7026735034748173
Mitchell_011810_5y10m,NSE,5.8,Male,forward,0.0010875216843091973,0.03278145537306465,0,0,0,0,0,0,0,0.009669083010572595,0.05541747744678547,0.707290385888808,0.17503542015136142,0,0,0.0018856140599751204,0.003518901270069494,0.010271368061426096,1.3412017167381974e-4,0,0,0.0029086528819541936,-0.636750215898151
Mitchell_011810_5y10m,NSE,5.8,Male,reversed,0.006095963121969692,0.012200437137840893,2.8985244850718446e-4,0.010563798320239888,7.309941520467836e-4,4.556500607533415e-4,5.574136008918618e-4,0.003205128205128205,5.518763796909492e-4,0.017765017673110606,0.0839328616809853,0.6769270063213414,0.1635005206208016,3.654970760233918e-4,0,0.004842182374861979,0.004190893158072446,0.013431721270180493,0,0,0,3.9318639755399e-4,-0.6549028302492569
na01pe06_2013_3.5y,NSE,3.5,Male,forward,0.001802812838731631,0.015451491351002175,0.0046185599745971265,0.04413261660939679,5.159958720330237e-4,0.010255000364318428,0,0,0.00922490993698424,0.012864554674467274,0.06422660555841397,0.24744026525913929,0.5315868115287782,0.02565998808889,0,0.008648090815273478,0.008002021759999206,0.0018488299747031626,0.004384377232674446,0,0.009337068160597572,0,0.22157130283443696
na01pe06_2013_3.5y,NSE,3.5,Male,reversed,0.044915128456423974,0.0563498651439431,0.0014296906790727054,0.00890125173852573,0.0011967730503797261,8.344923504867874e-4,0,0,0,0.05457099725038861,0.10075598526058453,0.22516678448817393,0.4263638984178093,0.04059232180854174,0.0033734939759036144,2.781641168289291e-4,0.015560640732265447,0.002843042651153814,9.638554216867469e-4,0.005783132530120482,0.002891566265060241,0.007228915662650602,0.06334709470081326
"Oliver_6,2_9_11_2009_m",NSE,6.2,Male,forward,0.005712303131298826,0.023322577822005176,0,0,0,0.008333333333333333,0,0,3.0864197530864197e-4,0.0018723774923312926,0.040487880238914274,0.4096545408667594,0.44632444670645244,0.010621865025079799,1.937984496124031e-4,0.012226267454128104,0.018825944544984284,0.005238187140146032,0.013389463726622801,1.937984496124031e-4,0,0.0032945736434108527,-0.022697371126034677
"Oliver_6,2_9_11_2009_m",NSE,6.2,Male,reversed,0.018242191424123026,0.12129447345462037,0,0.024844323056387126,0.008431247581649976,0,0,0,0,0.061447972430077005,0.16922706780922367,0.20812203422968717,0.34138791690235565,0.003902722960344184,1.292657704239917e-4,0.002476616000838738,0.005774767703402137,0.006356214442768906,0.002021788305153015,0.014508928571428572,0.008649553571428572,0.0031829157860878868,-0.2707963885352415
Olivia CODA 2.5 y,SE,2.52,Female,forward,0.05333627725619848,0.02251846905615478,0.003539620926881814,0.0016979640092939735,8.090614886731391e-4,0.0016181229773462782,0.008084343092245554,0.013349514563106797,0.05207662534388001,0.004019000717382218,0.05425490634081007,0.35726006839993424,0.40861190464594194,0.009689922480620155,0.0025055818970923962,0.002498333089395196,0,2.6752273943285177e-4,0.0028122353992322355,0,0,0.0010505255763779131,0.03312606625543207
Olivia CODA 2.5 y,SE,2.52,Female,reversed,0.015048035378437451,0.06537452773405934,0.007340660065780298,0.001480316373972622,3.6968576709796666e-4,7.393715341959333e-4,0,0,0.041220942391381646,0.008388247535681919,0.01982332133118524,0.3911543389106382,0.42803615242152226,0.005253456921958712,0,0,3.8834951456310677e-4,0.0030574010264140705,0.01212968967180136,0,0,1.9550342130987292e-4,-0.055538991994666304
Olivia_4y2m2d,NSE,4.2,Female,forward,0.020562816819480845,0.06841743218509265,0.0012804097311139564,4.0628385698808235e-4,0,0,0,0,3.676470588235294e-4,0.017637313706088252,0.12459236933671175,0.45444806742276284,0.24862631578142988,0,0,0.00955088595991627,0.030325624348543412,0.0033540990084338688,1.748251748251748e-4,0,0,0.020255909609789458,-0.4658422891107484
Olivia_4y2m2d,NSE,4.2,Female,reversed,0.003268330295940305,0.08639182896300679,0.003272251308900524,0.011576180200364414,0.011778798548884839,0,0,1.242544731610338e-4,3.4797836817653893e-4,0.041807706725742584,0.061452166253445385,0.49522827769529204,0.25059664287905176,0.0011953551912568304,0,0.002566056910569106,0.015258269577349253,0.005336072091828671,0.0039118065433854906,0,1.7076502732240434e-4,0.005717258946322067,-0.46896619908568055
OwenTwin030212_4y2m,NSE,4.2,Male,forward,0,5.180526649172021e-4,0,0,0,0,0.014728682170542635,0.016279407984631414,0,3.855408699401564e-4,0.0012179092644558267,0.032140983394121185,0.07665956686491174,0.06165370121759453,0.6809236970887741,0,3.2425421530479895e-4,0.01263327224545734,0.027320421504507385,0.016230010022987292,0.05167856064694044,0.007305939844913966,0.6865874637810824
OwenTwin030212_4y2m,NSE,4.2,Male,reversed,0,0.007493957080532956,0,0,0,0,0.0020798668885191347,0.02287853577371048,5.781004853562264e-4,0.010937989176617917,0.004981821265113228,0.03244571095884952,0.1323313282208801,0.14794076250718752,0.47599332098606667,3.156565656565657e-4,0.0211489898989899,0.03293084799547147,0.019261363935933314,0.05582463684246484,0.022343438100098825,0.01051367331855137,0.33490795946302393
sophia,SE,4.3,Female,forward,0.005204676529894366,0.030758339221546836,0,0,0,0,0,0,0,0.003575131027549318,0.10132323025930286,0.026656014258181898,0.6397101285768546,0.1927724801266701,0,0,0,0,0,0,0,0,0.672215938983057
sophia,SE,4.3,Female,reversed,0.001335259498019331,0.029424820599408683,0,0.006003430531732418,0.01535266806380483,0.0019937079007583845,0.003738855335058959,0,0,0.009354083385876781,0.017565360012226375,0.05125209796685115,0.6941726743317903,0.1265779769652717,0.002903184026726244,3.0313928569660994e-4,7.345456705111053e-4,0.002197923533469549,0.01651305386996836,6.265664160401002e-4,0,0.019950652606789143,0.7648676260668202
