participant,language,gender,age,age_group,group,story,story_secs,direction,trial,repetition,aoi,aoi_hits,aoi_secs,percent_of_story
infant_01,nonsigning,f,0.44,infant,1,Cinderella_2,4.2,forward,1,1,RightSide,4,0.03333333333333333,0.007936507936507936
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,RightChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,MidChestBottom,118,0.9833333333333333,0.11706349206349205
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,LeftChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,LeftChestCenter,6,0.05,0.005952380952380952
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,MidChestCenter,4,0.03333333333333333,0.003968253968253968
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,RightChestCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,LeftChestTop,74,0.6166666666666667,0.07341269841269842
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,MidChestTop,241,2.0083333333333333,0.23908730158730157
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,RightChestTop,2,0.016666666666666666,0.001984126984126984
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,RightFaceBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,MidFaceBottom,114,0.95,0.11309523809523808
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,LeftFaceBottom,5,0.041666666666666664,0.00496031746031746
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,LeftFaceCenter,20,0.16666666666666666,0.01984126984126984
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,MidFaceCenter,15,0.125,0.01488095238095238
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,RightFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,LeftFaceTop,5,0.041666666666666664,0.00496031746031746
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,MidFaceTop,40,0.3333333333333333,0.03968253968253968
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,RightFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,Belly,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,BelowChest,97,0.8083333333333333,0.09623015873015872
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,LeftSide,12,0.1,0.011904761904761904
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,2,1,RightSide,1,0.008333333333333333,9.92063492063492e-4
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,RightChestBottom,2,0.016666666666666666,0.001498800959232614
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,MidChestBottom,2,0.016666666666666666,0.001498800959232614
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,LeftChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,LeftChestCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,MidChestCenter,9,0.075,0.006744604316546763
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,RightChestCenter,28,0.23333333333333334,0.020983213429256596
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,LeftChestTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,MidChestTop,439,3.658333333333333,0.32898681055155876
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,RightChestTop,23,0.19166666666666668,0.017236211031175064
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,RightFaceBottom,2,0.016666666666666666,0.001498800959232614
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,MidFaceBottom,370,3.0833333333333335,0.2772781774580336
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,LeftFaceBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,LeftFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,MidFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,RightFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,LeftFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,MidFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,RightFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,Belly,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,BelowChest,194,1.6166666666666667,0.14538369304556356
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,LeftSide,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_2,11.12,reversed,3,1,RightSide,57,0.475,0.042715827338129495
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,RightChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,MidChestBottom,4,0.03333333333333333,0.0030084235860409147
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,LeftChestBottom,46,0.38333333333333336,0.03459687123947052
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,LeftChestCenter,171,1.425,0.1286101083032491
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,MidChestCenter,37,0.30833333333333335,0.02782791817087846
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,RightChestCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,LeftChestTop,2,0.016666666666666666,0.0015042117930204573
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,MidChestTop,240,2,0.18050541516245489
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,RightChestTop,64,0.5333333333333333,0.048134777376654635
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,RightFaceBottom,14,0.11666666666666667,0.0105294825511432
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,MidFaceBottom,522,4.35,0.3925992779783393
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,LeftFaceBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,LeftFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,MidFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,RightFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,LeftFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,MidFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,RightFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,Belly,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,BelowChest,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,LeftSide,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_2,11.08,reversed,4,1,RightSide,3,0.025,0.002256317689530686
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,RightSide,4,0.03333333333333333,0.004432624113475178
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,LeftSide,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,BelowChest,48,0.4,0.053191489361702135
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,Belly,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,RightFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,RightFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,RightFaceBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,RightChestTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,RightChestCenter,41,0.3416666666666667,0.045434397163120574
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,RightChestBottom,3,0.025,0.0033244680851063834
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,LeftFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,LeftFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,LeftFaceBottom,19,0.15833333333333333,0.02105496453900709
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,LeftChestTop,31,0.25833333333333336,0.03435283687943263
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,LeftChestCenter,6,0.05,0.006648936170212767
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,LeftChestBottom,84,0.7,0.09308510638297872
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,MidFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,MidFaceCenter,25,0.20833333333333334,0.02770390070921986
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,MidFaceBottom,382,3.183333333333333,0.4233156028368794
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,MidChestTop,96,0.8,0.10638297872340427
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,MidChestCenter,3,0.025,0.0033244680851063834
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,6,1,MidChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,RightChestBottom,2,0.016666666666666666,0.0018274853801169592
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,MidChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,LeftChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,LeftChestCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,MidChestCenter,1,0.008333333333333333,9.137426900584796e-4
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,RightChestCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,LeftChestTop,27,0.225,0.02467105263157895
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,MidChestTop,92,0.7666666666666667,0.08406432748538013
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,RightChestTop,3,0.025,0.002741228070175439
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,RightFaceBottom,1,0.008333333333333333,9.137426900584796e-4
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,MidFaceBottom,389,3.2416666666666667,0.3554459064327486
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,LeftFaceBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,LeftFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,MidFaceCenter,73,0.6083333333333333,0.066703216374269
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,RightFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,LeftFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,MidFaceTop,53,0.44166666666666665,0.04842836257309942
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,RightFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,Belly,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,BelowChest,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,LeftSide,0,0,0
infant_01,nonsigning,f,0.44,infant,1,KingMidas_1,9.12,reversed,7,1,RightSide,99,0.825,0.09046052631578948
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,RightChestBottom,19,0.15833333333333333,0.020509499136442143
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,MidChestBottom,19,0.15833333333333333,0.020509499136442143
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,LeftChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,LeftChestCenter,37,0.30833333333333335,0.039939550949913645
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,MidChestCenter,38,0.31666666666666665,0.041018998272884286
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,RightChestCenter,7,0.058333333333333334,0.0075561312607944735
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,LeftChestTop,9,0.075,0.009715025906735751
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,MidChestTop,277,2.308333333333333,0.299006908462867
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,RightChestTop,50,0.4166666666666667,0.05397236614853196
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,RightFaceBottom,25,0.20833333333333334,0.02698618307426598
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,MidFaceBottom,202,1.6833333333333333,0.2180483592400691
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,LeftFaceBottom,24,0.2,0.02590673575129534
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,LeftFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,MidFaceCenter,3,0.025,0.0032383419689119173
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,RightFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,LeftFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,MidFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,RightFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,Belly,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,BelowChest,85,0.7083333333333334,0.09175302245250433
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,LeftSide,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_2,7.72,forward,8,1,RightSide,2,0.016666666666666666,0.002158894645941278
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,RightChestBottom,17,0.14166666666666666,0.016865079365079364
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,MidChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,LeftChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,LeftChestCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,MidChestCenter,42,0.35,0.041666666666666664
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,RightChestCenter,81,0.675,0.08035714285714286
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,LeftChestTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,MidChestTop,59,0.49166666666666664,0.058531746031746025
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,RightChestTop,4,0.03333333333333333,0.003968253968253968
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,RightFaceBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,MidFaceBottom,39,0.325,0.03869047619047619
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,LeftFaceBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,LeftFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,MidFaceCenter,48,0.4,0.047619047619047616
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,RightFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,LeftFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,MidFaceTop,13,0.10833333333333334,0.012896825396825396
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,RightFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,Belly,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,BelowChest,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,LeftSide,0,0,0
infant_01,nonsigning,f,0.44,infant,1,RedRiding_1,8.4,forward,10,2,RightSide,2,0.016666666666666666,0.001984126984126984
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,RightSide,1,0.008333333333333333,0.0011081560283687944
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,LeftSide,3,0.025,0.0033244680851063834
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,BelowChest,34,0.2833333333333333,0.037677304964539006
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,Belly,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,RightFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,RightFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,RightFaceBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,RightChestTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,RightChestCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,RightChestBottom,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,LeftFaceTop,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,LeftFaceCenter,0,0,0
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,LeftFaceBottom,27,0.225,0.02992021276595745
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,LeftChestTop,124,1.0333333333333334,0.13741134751773051
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,LeftChestCenter,1,0.008333333333333333,0.0011081560283687944
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,LeftChestBottom,62,0.5166666666666667,0.06870567375886526
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,MidFaceTop,1,0.008333333333333333,0.0011081560283687944
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,MidFaceCenter,2,0.016666666666666666,0.002216312056737589
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,MidFaceBottom,3,0.025,0.0033244680851063834
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,MidChestTop,2,0.016666666666666666,0.002216312056737589
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,MidChestCenter,3,0.025,0.0033244680851063834
infant_01,nonsigning,f,0.44,infant,1,ThreeBears_1,7.52,reversed,14,2,MidChestBottom,6,0.05,0.006648936170212767
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,RightChestBottom,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,MidChestBottom,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,LeftChestBottom,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,LeftChestCenter,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,MidChestCenter,9,0.075,0.017857142857142856
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,RightChestCenter,3,0.025,0.005952380952380952
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,LeftChestTop,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,MidChestTop,118,0.9833333333333333,0.2341269841269841
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,RightChestTop,100,0.8333333333333334,0.1984126984126984
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,RightFaceBottom,6,0.05,0.011904761904761904
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,MidFaceBottom,264,2.2,0.5238095238095238
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,LeftFaceBottom,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,LeftFaceCenter,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,MidFaceCenter,5,0.041666666666666664,0.00992063492063492
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,RightFaceCenter,4,0.03333333333333333,0.007936507936507936
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,LeftFaceTop,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,MidFaceTop,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,RightFaceTop,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,Belly,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,LeftSide,0,0,0
infant_02,nonsigning,m,0.5,infant,1,Cinderella_2,4.2,forward,1,1,RightSide,0,0,0
infant_02,nonsigning,m,0.5,infant,1,RedRiding_1,8.4,forward,2,1,RightChestBottom,4,0.03333333333333333,0.003968253968253968
infant_02,nonsigning,m,0.5,infant,1,RedRiding_1,8.4,forward,2,1,MidChestBottom,2,0.016666666666666666,0.001984126984126984
infant_02,nonsigning,m,0.5,infant,1,RedRiding_1,8.4,forward,2,1,LeftChestBottom,0,0,0
infant_02,nonsigning,m,0.5,infant,1,RedRiding_1,8.4,forward,2,1,LeftChestCenter,0,0,0
infant_02,nonsigning,m,0.5,infant,1,RedRiding_1,8.4,forward,2,1,MidChestCenter,28,0.23333333333333334,0.027777777777777776
